participant,smart_device,smart_speaker_interest,smart_motion_detector_interest,smart_smoke_detector_interest,security_privacy_attribute,most_protective_value,least_protective_value,mostProtective_leastProtective_pair,willingness_to_purchase,willingness_to_purchase_coded,Reason for increase in willingness to purchase,Reason for decrease in willingness to purchase,risk_perception,risk_perception_coded,Reason for increase in risk perception,Reason for decrease in risk perception,minimum_willingness_to_pay,maximum_willingness_to_pay,order_scenario,correct_definition_number,Age,Gender,Income,Education,Background in Technology
42,speaker,Very interested,Very interested,Very interested,cloud storage,cloud_deidentify,cloud_identify,deidentify_identify,slightly increases,4,It's so because it wont need my personal information,NA,strongly decreases,1,When personal information are not asked for there's increased privacy and confidentiality,,15,20,1,0,25,Woman,"$150,000 or more",Master's degree,Yes
42,speaker,Very interested,Very interested,Very interested,data sharing,shared_none,shared_third,none_third,strongly increases,5,It's because my privacy is respected and I'll be less exposed online,,strongly decreases,1,It's so because basic information that could make one vulnerable is protected,,25,25,3,2,25,Woman,"$150,000 or more",Master's degree,Yes
43,speaker,Very interested,Very interested,Very interested,security update,update_manual,update_none,manual_none,strongly decreases,1,,dont wanna update it myself,no impact,3,,,-10,0,3,2,23,Man,"$30,000 to $39,999",Some college but no degree,Yes
43,speaker,Very interested,Very interested,Very interested,access control,access_mfa,access_none,MFA_none,no impact,3,,,slightly increases,4,because it could have all your info stored inside it ,,-15,25,1,1,23,Man,"$30,000 to $39,999",Some college but no degree,Yes
43,speaker,Very interested,Very interested,Very interested,purpose,purpose_personal,purpose_money,personal_money,no impact,3,,,no impact,3,,,-10,25,5,0,23,Man,"$30,000 to $39,999",Some college but no degree,Yes
43,speaker,Very interested,Very interested,Very interested,cloud storage,cloud_none,cloud_deidentify,none_deidentify,strongly decreases,1,,because whats the point if you cant store stuff on the device or if it have limited storage,slightly decreases,2,,"well if there no storage theres no infro to get 

",-10,0,2,1,23,Man,"$30,000 to $39,999",Some college but no degree,Yes
43,speaker,Very interested,Very interested,Very interested,data sharing,shared_none,shared_manufacturer,none_manufact,strongly increases,5,because that means no security risk ,,strongly decreases,1,,well it wont share data with anyone ,0,10,4,0,23,Man,"$30,000 to $39,999",Some college but no degree,Yes
44,speaker,Very interested,Very interested,Very interested,security update,update_manual,update_none,manual_none,strongly increases,5,"I strongly prefer having manual updates for any product I own because sometimes updates can make a product worse. On the other hand, having no updates is risky because it allows hackers to use exploits forever that are never patched.",,slightly increases,4,It is a slight increase because the user still has to update the product which can be hard to remember to do in this day and age. The updates should be automatic with an option for manual.,,15,25,3,2,27,Man,"$40,000 to $49,999",Bachelor's degree in college (4-year),No
44,speaker,Very interested,Very interested,Very interested,access control,access_password,access_none,password_none,strongly increases,5,I like that it would be secured with a password that I can change because this would keep people I don't want off the device.,NA,strongly decreases,1,,I think it will decrease the risk because people won't have open access to the device without first getting the password.,25,25,2,1,27,Man,"$40,000 to $49,999",Bachelor's degree in college (4-year),No
44,speaker,Very interested,Very interested,Very interested,purpose,purpose_main,purpose_money,main_money,slightly increases,4,"This would make the device better and would not be unethical, unlike the selling of data for a profit.",,strongly decreases,1,,Third parties are usually careless with user data so not giving them access will help protect from security risks.,25,25,5,2,27,Man,"$40,000 to $49,999",Bachelor's degree in college (4-year),No
44,speaker,Very interested,Very interested,Very interested,cloud storage,cloud_deidentify,cloud_identify,deidentify_identify,no impact,3,,NA,slightly decreases,2,,"It would decrease the risk if you were hacked, but I never would use cloud storage anyway.",-5,25,4,2,27,Man,"$40,000 to $49,999",Bachelor's degree in college (4-year),No
44,speaker,Very interested,Very interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,no impact,3,,,no impact,3,,,25,25,1,2,27,Man,"$40,000 to $49,999",Bachelor's degree in college (4-year),No
45,speaker,Very interested,Very interested,Very interested,security update,update_auto,update_none,auto_none,slightly increases,4,Having up to date security updates is better than no security updates.,,not sure,3,,,0,0,3,2,18,Man,"$30,000 to $39,999",Some college but no degree,Yes
45,speaker,Very interested,Very interested,Very interested,access control,access_mfa,access_none,MFA_none,slightly increases,4,I like having more ways to protect my devices.,,not sure,3,,,0,0,4,1,18,Man,"$30,000 to $39,999",Some college but no degree,Yes
45,speaker,Very interested,Very interested,Very interested,purpose,purpose_main,purpose_money,main_money,slightly decreases,2,,I don't want people taking my data either way.,not sure,3,,,0,0,5,2,18,Man,"$30,000 to $39,999",Some college but no degree,Yes
45,speaker,Very interested,Very interested,Very interested,cloud storage,cloud_deidentify,cloud_identify,deidentify_identify,no impact,3,,NA,not sure,3,,,-25,0,2,2,18,Man,"$30,000 to $39,999",Some college but no degree,Yes
45,speaker,Very interested,Very interested,Very interested,data sharing,shared_none,shared_manufacturer,none_manufact,no impact,3,,,not sure,3,,,0,5,1,2,18,Man,"$30,000 to $39,999",Some college but no degree,Yes
46,speaker,Moderately interested,Very interested,Very interested,security update,update_auto,update_manual,auto_manual,slightly increases,4,Easier to keep updated,,no impact,3,,,5,15,2,2,46,Woman,"$50,000 to $59,999",Some college but no degree,No
46,speaker,Moderately interested,Very interested,Very interested,access control,access_password,access_none,password_none,slightly increases,4,your own password makes you feel in control over security,NA,not sure,3,,,0,5,1,1,46,Woman,"$50,000 to $59,999",Some college but no degree,No
46,speaker,Moderately interested,Very interested,Very interested,purpose,purpose_main,purpose_money,main_money,strongly increases,5,Dont like others selling our private information,,strongly decreases,1,,Keeps user info protected,15,20,4,0,46,Woman,"$50,000 to $59,999",Some college but no degree,No
46,speaker,Moderately interested,Very interested,Very interested,cloud storage,cloud_deidentify,cloud_identify,deidentify_identify,strongly increases,5,Privacy is important to me.,NA,strongly decreases,1,,Keeps user info private.,10,20,3,0,46,Woman,"$50,000 to $59,999",Some college but no degree,No
46,speaker,Moderately interested,Very interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,strongly increases,5,everyone hates all the targeted advertising,,slightly decreases,2,sharing data is usually sold to businesses that i might not support or even like,,10,20,5,1,46,Woman,"$50,000 to $59,999",Some college but no degree,No
47,speaker,Very interested,Very interested,Very interested,security update,update_auto,update_none,auto_none,strongly increases,5,Because If hackers found a way to hack the device. My device will be endangered and vulnerable to hacking without a security update ,,strongly decreases,1,"It will decrease the risk, I chose the wrong choice by mistake, because my device will not be vulnerable to outdated security risks",,25,25,2,2,28,Man,"Less than $10,000",Bachelor's degree in college (4-year),Yes
47,speaker,Very interested,Very interested,Very interested,access control,access_password,access_none,password_none,slightly increases,4,Because it means I get to control who accesses the device and can choose who can access it,NA,strongly decreases,1,Because if the default controls are known then anyone can access your device however if your device with a changing password is hacked you can just replace the password,,0,5,1,1,28,Man,"Less than $10,000",Bachelor's degree in college (4-year),Yes
47,speaker,Very interested,Very interested,Very interested,purpose,purpose_personal,purpose_money,personal_money,strongly increases,5,I do not want my data to be sold to advertisers,,strongly increases,5,Because it does not also explain what will happen with data hacks,,5,25,5,2,28,Man,"Less than $10,000",Bachelor's degree in college (4-year),Yes
47,speaker,Very interested,Very interested,Very interested,cloud storage,cloud_none,cloud_identify,none_identify,strongly increases,5,Because I do not want my private data to be collected and accessed by the company,,strongly decreases,1,It will remove access of my private information from the public,,25,25,3,1,28,Man,"Less than $10,000",Bachelor's degree in college (4-year),Yes
